"Ticket";"Symbol";"Type";"Open price";"Close price";"Open time";"Close time";"Size";"Profit/Loss";"Stop Loss price level";"Profit Target price level";"Balance";"Slippage ($)";"Sample type";"Close type";"Time in trade";"Comm/Swap"
"1";"USTEC_ICM_UTC2";"Buy";"4258.6";"4232.6";"2015.01.02 16:30:00";"2015.01.02 22:55:00";"30.0";"-780.00";"4176.10010";"4341.10010";"49220.00";"0.00";"IST";"End Of Friday (Time)";"6h 25m";"-0.00"
"2";"USTEC_ICM_UTC2";"Buy";"4179.0";"4096.5";"2015.01.05 19:15:00";"2015.01.06 19:21:00";"30.0";"-2658.12";"4096.50000";"4261.50000";"46561.88";"0.00";"IST";"SL";"1d 0h 6m";"-183.12"
"3";"USTEC_ICM_UTC2";"Buy";"4102.0";"4184.5";"2015.01.06 19:30:00";"2015.01.08 03:37:00";"30.0";"2108.76";"4019.50000";"4184.50000";"48670.64";"0.00";"IST";"PT";"1d 8h 7m";"-366.24"
"4";"USTEC_ICM_UTC2";"Buy";"4246.9";"4216.9";"2015.01.08 20:30:00";"2015.01.09 22:55:00";"30.0";"-1083.12";"4164.39990";"4329.39990";"47587.52";"0.00";"IST";"End Of Friday (Time)";"1d 2h 25m";"-183.12"
"5";"USTEC_ICM_UTC2";"Buy";"4177.8";"4095.3";"2015.01.12 19:45:00";"2015.01.15 19:44:00";"30.0";"-3024.36";"4095.30005";"4260.29980";"44563.16";"0.00";"IST";"SL";"2d 23h 59m";"-549.36"
"6";"USTEC_ICM_UTC2";"Buy";"4095.9";"4141.0";"2015.01.15 19:45:00";"2015.01.16 22:55:00";"30.0";"1169.88";"4013.39990";"4178.39990";"45733.04";"0.00";"IST";"End Of Friday (Time)";"1d 3h 10m";"-183.12"
"7";"USTEC_ICM_UTC2";"Buy";"4136.4";"4218.9";"2015.01.20 20:15:00";"2015.01.22 15:40:00";"30.0";"2108.76";"4053.89990";"4218.89990";"47841.80";"0.00";"IST";"PT";"1d 19h 25m";"-366.24"
"8";"USTEC_ICM_UTC2";"Buy";"4230.9";"4273.9";"2015.01.22 18:15:00";"2015.01.23 22:55:00";"30.0";"1106.88";"4148.39990";"4313.39990";"48948.68";"0.00";"IST";"End Of Friday (Time)";"1d 4h 40m";"-183.12"
"9";"USTEC_ICM_UTC2";"Buy";"4271.8";"4189.3";"2015.01.26 19:30:00";"2015.01.27 16:35:00";"30.0";"-2658.12";"4189.29980";"4354.29980";"46290.56";"0.00";"IST";"SL";"21h 5m";"-183.12"
"10";"USTEC_ICM_UTC2";"Buy";"4185.1";"4102.6";"2015.01.27 17:00:00";"2015.01.29 16:51:00";"30.0";"-2841.24";"4102.60010";"4267.60010";"43449.32";"0.00";"IST";"SL";"1d 23h 51m";"-366.24"
