"Ticket";"Symbol";"Type";"Open price";"Close price";"Open time";"Close time";"Size";"Profit/Loss";"Stop Loss price level";"Profit Target price level";"Balance";"Slippage ($)";"Sample type";"Close type";"Time in trade";"Comm/Swap"
"1";"USTEC_ICM_UTC2";"Buy";"4160.2";"4135.2";"2015.01.06 16:45:00";"2015.01.06 18:00:00";"30.0";"-750.00";"4135.20020";"4185.20020";"49250.00";"0.00";"IST";"SL";"1h 15m";"-0.00"
"2";"USTEC_ICM_UTC2";"Buy";"4139.6";"4164.6";"2015.01.07 16:45:00";"2015.01.07 19:00:00";"30.0";"750.00";"4114.60010";"4164.60010";"50000.00";"0.00";"IST";"PT";"2h 15m";"-0.00"
"3";"USTEC_ICM_UTC2";"Buy";"4196.0";"4221.0";"2015.01.08 16:30:00";"2015.01.08 17:00:00";"30.0";"750.00";"4171.00000";"4221.00000";"50750.00";"0.00";"IST";"PT";"30m 0s";"-0.00"
"4";"USTEC_ICM_UTC2";"Buy";"4221.9";"4196.9";"2015.01.12 16:30:00";"2015.01.12 16:30:00";"30.0";"-750.00";"4196.89990";"4246.89990";"50000.00";"0.00";"IST";"SL";"0s";"-0.00"
"5";"USTEC_ICM_UTC2";"Buy";"4209.3";"4234.3";"2015.01.13 16:30:00";"2015.01.13 16:30:00";"30.0";"750.00";"4184.29980";"4234.29980";"50750.00";"0.00";"IST";"PT";"0s";"-0.00"
"6";"USTEC_ICM_UTC2";"Buy";"4096.9";"4071.9";"2015.01.15 20:45:00";"2015.01.16 00:00:00";"30.0";"-933.12";"4071.89990";"4121.89990";"49816.88";"0.00";"IST";"SL";"3h 15m";"-183.12"
"7";"USTEC_ICM_UTC2";"Buy";"4088.0";"4113.0";"2015.01.16 17:00:00";"2015.01.16 17:45:00";"30.0";"750.00";"4063.00000";"4113.00000";"50566.88";"0.00";"IST";"PT";"45m 0s";"-0.00"
"8";"USTEC_ICM_UTC2";"Buy";"4133.5";"4158.5";"2015.01.19 19:30:00";"2015.01.20 08:30:00";"30.0";"566.88";"4108.50000";"4158.50000";"51133.76";"0.00";"IST";"PT";"13h 0m";"-183.12"
"9";"USTEC_ICM_UTC2";"Buy";"4136.7";"4161.7";"2015.01.20 17:00:00";"2015.01.20 21:30:00";"30.0";"750.00";"4111.70020";"4161.70020";"51883.76";"0.00";"IST";"PT";"4h 30m";"-0.00"
"10";"USTEC_ICM_UTC2";"Buy";"4202.9";"4177.9";"2015.01.21 18:30:00";"2015.01.21 20:30:00";"30.0";"-750.00";"4177.89990";"4227.89990";"51133.76";"0.00";"IST";"SL";"2h 0m";"-0.00"
"11";"USTEC_ICM_UTC2";"Buy";"4208.8";"4233.8";"2015.01.22 17:30:00";"2015.01.22 17:45:00";"30.0";"750.00";"4183.79980";"4233.79980";"51883.76";"0.00";"IST";"PT";"15m 0s";"-0.00"
"12";"USTEC_ICM_UTC2";"Buy";"4276.0";"4278.0";"2015.01.23 17:00:00";"2015.01.23 23:00:00";"30.0";"60.00";"4251.00000";"4301.00000";"51943.76";"0.00";"IST";"End Of Friday (Time)";"6h 0m";"-0.00"
"13";"USTEC_ICM_UTC2";"Buy";"4262.7";"4237.7";"2015.01.26 17:30:00";"2015.01.27 14:30:00";"30.0";"-933.12";"4237.70020";"4287.70020";"51010.64";"0.00";"IST";"SL";"21h 0m";"-183.12"
"14";"USTEC_ICM_UTC2";"Buy";"4123.7";"4148.7";"2015.01.29 17:00:00";"2015.01.29 20:45:00";"30.0";"750.00";"4098.70020";"4148.70020";"51760.64";"0.00";"IST";"PT";"3h 45m";"-0.00"
"15";"USTEC_ICM_UTC2";"Buy";"4188.0";"4163.0";"2015.01.30 20:00:00";"2015.01.30 22:15:00";"30.0";"-750.00";"4163.00000";"4213.00000";"51010.64";"0.00";"IST";"SL";"2h 15m";"-0.00"
"16";"USTEC_ICM_UTC2";"Buy";"4132.8";"4107.8";"2015.02.02 16:45:00";"2015.02.02 17:00:00";"30.0";"-750.00";"4107.79980";"4157.79980";"50260.64";"0.00";"IST";"SL";"15m 0s";"-0.00"
"17";"USTEC_ICM_UTC2";"Buy";"4200.2";"4175.2";"2015.02.03 16:30:00";"2015.02.03 19:00:00";"30.0";"-750.00";"4175.20020";"4225.20020";"49510.64";"0.00";"IST";"SL";"2h 30m";"-0.00"
"18";"USTEC_ICM_UTC2";"Buy";"4234.6";"4209.6";"2015.02.04 20:30:00";"2015.02.04 22:45:00";"30.0";"-750.00";"4209.60010";"4259.60010";"48760.64";"0.00";"IST";"SL";"2h 15m";"-0.00"
"19";"USTEC_ICM_UTC2";"Buy";"4234.6";"4259.6";"2015.02.05 17:00:00";"2015.02.06 15:30:00";"30.0";"566.88";"4209.60010";"4259.60010";"49327.52";"0.00";"IST";"PT";"22h 30m";"-183.12"
"20";"USTEC_ICM_UTC2";"Buy";"4245.2";"4270.2";"2015.02.06 16:45:00";"2015.02.06 17:45:00";"30.0";"750.00";"4220.20020";"4270.20020";"50077.52";"0.00";"IST";"PT";"1h 0m";"-0.00"
"21";"USTEC_ICM_UTC2";"Buy";"4266.8";"4291.8";"2015.02.10 20:15:00";"2015.02.11 16:30:00";"30.0";"566.88";"4241.79980";"4291.79980";"50644.40";"0.00";"IST";"PT";"20h 15m";"-183.12"
"22";"USTEC_ICM_UTC2";"Buy";"4299.9";"4324.9";"2015.02.11 18:15:00";"2015.02.12 12:45:00";"30.0";"566.88";"4274.89990";"4324.89990";"51211.28";"0.00";"IST";"PT";"18h 30m";"-183.12"
