"Ticket";"Symbol";"Type";"Open price";"Close price";"Open time";"Close time";"Size";"Profit/Loss";"Stop Loss price level";"Profit Target price level";"Balance";"Slippage ($)";"Sample type";"Close type";"Time in trade";"Comm/Swap"
"1";"USTEC_ICM_UTC2";"Buy";"4272.6";"4232.6";"2015.01.02 16:45:00";"2015.01.02 22:55:00";"30.0";"-1200.00";"4072.60010";"4322.60010";"48800.00";"0.00";"IST";"End Of Friday (Time)";"6h 10m";"-0.00"
"2";"USTEC_ICM_UTC2";"Buy";"4139.7";"4189.7";"2015.01.07 17:15:00";"2015.01.08 03:45:00";"30.0";"1316.88";"3939.69995";"4189.70020";"50116.88";"0.00";"IST";"PT";"10h 30m";"-183.12"
"3";"USTEC_ICM_UTC2";"Buy";"4214.9";"4216.9";"2015.01.08 17:00:00";"2015.01.09 22:55:00";"30.0";"-123.12";"4014.89990";"4264.89990";"49993.76";"0.00";"IST";"End Of Friday (Time)";"1d 5h 55m";"-183.12"
"4";"USTEC_ICM_UTC2";"Buy";"4209.3";"4141.0";"2015.01.13 16:30:00";"2015.01.16 22:55:00";"30.0";"-2598.36";"4009.30005";"4259.29980";"47395.40";"0.00";"IST";"End Of Friday (Time)";"3d 6h 25m";"-549.36"
"5";"USTEC_ICM_UTC2";"Buy";"4152.4";"4202.4";"2015.01.19 16:30:00";"2015.01.21 17:53:00";"30.0";"1133.76";"3952.39990";"4202.39990";"48529.16";"0.00";"IST";"PT";"2d 1h 23m";"-366.24"
"6";"USTEC_ICM_UTC2";"Buy";"4204.8";"4254.8";"2015.01.21 18:00:00";"2015.01.22 21:53:00";"30.0";"1316.88";"4004.80005";"4254.79980";"49846.04";"0.00";"IST";"PT";"1d 3h 53m";"-183.12"
"7";"USTEC_ICM_UTC2";"Buy";"4261.0";"4273.9";"2015.01.22 22:00:00";"2015.01.23 22:55:00";"30.0";"203.88";"4061.00000";"4311.00000";"50049.92";"0.00";"IST";"End Of Friday (Time)";"1d 0h 55m";"-183.12"
"8";"USTEC_ICM_UTC2";"Buy";"4223.0";"4149.5";"2015.01.28 17:00:00";"2015.01.30 22:55:00";"30.0";"-2571.24";"4023.00000";"4273.00000";"47478.68";"0.00";"IST";"End Of Friday (Time)";"2d 5h 55m";"-366.24"
"9";"USTEC_ICM_UTC2";"Buy";"4132.8";"4182.8";"2015.02.02 16:45:00";"2015.02.02 22:41:00";"30.0";"1500.00";"3932.80005";"4182.79980";"48978.68";"0.00";"IST";"PT";"5h 56m";"-0.00"
"10";"USTEC_ICM_UTC2";"Buy";"4204.5";"4254.5";"2015.02.03 21:15:00";"2015.02.05 22:34:00";"30.0";"1133.76";"4004.50000";"4254.50000";"50112.44";"0.00";"IST";"PT";"2d 1h 19m";"-366.24"
"11";"USTEC_ICM_UTC2";"Buy";"4255.3";"4224.7";"2015.02.05 22:45:00";"2015.02.06 22:55:00";"30.0";"-1101.12";"4055.30005";"4305.29980";"49011.32";"0.00";"IST";"End Of Friday (Time)";"1d 0h 10m";"-183.12"
